modelo,preco,quilometragem,ano,infomacoes
Classic,23.890,139.000 Km,2010,Chevrolet Classic Classic Life 1.0 Vhce (flex)
Classic,15.900,87.643 Km,2012,Chevrolet Classic 1.0 Ls Flex Power 4p
Classic,21.990,79.289 Km,2010,Mercedes-benz Classe C C-200 Kompressor Classic 1.8 16v Aut.
Classic,51.870,137.137 Km,2008,Chevrolet Corsa Classic 1.0 Spirit Flex Power 4p
Classic,14.500,140.000 Km,2006,Chevrolet Corsa Classic 1.0 Life 4p Gasolina
Classic,12.000,110.000 Km,2010,Mercedes-benz Classe C Touring C-180 Kompressor Classic 1.6 16v Aut.
Classic,44.900,116.000 Km,2008,Chevrolet Corsa Classic 1.0 Life Flex Power 4p
Classic,13.900,73.800 Km,2009,Chrysler Pt Cruiser 2.4 Classic 5p
Classic,24.999,142.000 Km,2011,Chevrolet Classic Classic Ls 1.0 4p Flex
Classic,22.990,85.000 Km,2009,Chevrolet Classic 1.0 Mpfi Sedan Life 8v
Classic,15.990,78.000 Km,2011,Mercedes-benz Classe C 1.8 Cgi Classic Special 4p
Classic,47.700,32.000 Km,2009,Mercedes-benz Classe C 1.8 Classic Kompressor 4p
Classic,55.000,79.300 Km,2010,Mercedes-benz Classe C 1.8 Classic Kompressor 4p
Classic,51.870,59.900 Km,2014,Chevrolet Classic 1.0 Mpfi Ls 8v Flex 4p Manual - Completo
Classic,27.999,78.000 Km,2007,Chevrolet Corsa Classic 1.0 Life Flex Power 4p
Classic,14.900,240.000 Km,2015,Chevrolet Classic 1.0 Mpfi Ls 8v
Classic,23.900,96.000 Km,2012,Mercedes-benz Classe C 1.8 Cgi Turbo 4p
Classic,58.900,112.509 Km,2013,Chevrolet Classic 1.0 Ls Flex Power 4p
Classic,23.900,153.000 Km,2007,Chevrolet Classic Corsa Sedan Classic Spirit 1.0 (flex)
Classic,13.900,175.774 Km,2010,Chevrolet Classic Classic Life 1.0 Vhce (flex)
Classic,14.890,0 Km,1999,Volkswagen Polo 1.8 Mi Classic Sedan 8v Gasolina 4p Manual
Classic,3.990,149.000 Km,2009,Chevrolet Classic Life
Classic,13.900,79.000 Km,2012,Mercedes-benz C 180 1.8 Cgi Classic 16v Turbo Gasolina 4p Automático
Classic,61.000,98.000 Km,2003,Mercedes-benz Classe C 3.2 Classic 4p
Classic,40.000,37.922 Km,2013,Chevrolet Classic Classic Life/ls 1.0 Vhc Flexp. 4p
Classic,24.980,145.000 Km,2005,Chevrolet Corsa Classic 1.0 Spirit 4p Gasolina
Classic,12.900,127.408 Km,2009,Chevrolet Classic 1.0 Mpfi Life 8v
Classic,19.900,190.000 Km,2006,Chevrolet Classic Life
Classic,10.990,114.000 Km,2004,Chevrolet Corsa 1.6 Mpfi Classic Sedan 8v Gasolina 4p Manual
Classic,15.800,101.000 Km,2003,Mercedes-benz Classe A 1.6 Classic 5p
Classic,14.900,83.000 Km,2012,Mercedes-benz C 180 1.8 Cgi Classic 16v Turbo
Classic,66.900,157.000 Km,2008,Chevrolet Corsa Sedan 1.0 Mpfi Classic Sedan Life 8v
Classic,16.889,31.009 Km,2015,Chevrolet Classic 1.0 Mpfi Ls 8v Flex 4p Manual
Classic,29.987,128.793 Km,2011,Mercedes-benz C 180 1.8 Cgi Classic 16v Turbo Gasolina 4p Automático
Classic,50.890,65.000 Km,2012,Mercedes-benz C 180 1.8 Cgi Classic 16v Gasolina 4p Automático
Classic,68.900,140.000 Km,2012,Chevrolet Classic 1.0 Mpfi Ls 8v Flex 4p Manual
Classic,20.900,200.000 Km,2008,Chevrolet Corsa Classic Sedan Classic Sedan Spirit 1.0 Vhc 8v 4p
Classic,15.900,187.000 Km,2014,Chevrolet Classic Classic 1.0 Mpfi Ls 8v Flex 4p Manual
Classic,23.900,85.000 Km,2012,Chevrolet Classic 1.0 Mpfi Ls 8v
Classic,21.900,68.000 Km,2012,Chevrolet Classic 1.0 Mpfi Ls 8v Flex 4p Manual
Classic,22.900,999.999 Km,2012,Mercedes-benz C 180 1.6 Cgi Classic 16v Turbo
Classic,69.916,97.361 Km,2012,Chevrolet Classic Classic Ls Vhc E 1.0 (flex)
Classic,20.890,1.000 Km,2009,Chevrolet Classic 1.0 Mpfi Spirit 8v Flex 4p Manual
Classic,18.890,154.505 Km,2014,Chevrolet Classic 1.0 Mpfi Ls 8v
Classic,29.990,70.500 Km,2012,Mercedes-benz Classe C 1.6 Cgi Classic 16v Turbo Gasolina 4p Automático
Classic,16.900,108.000 Km,2010,Chevrolet Classic 1.0 Mpfi Vhce 8v Flex 4p Manual
Classic,25.900,53.000 Km,2014,Chevrolet Classic 1.0 Mpfi Ls 8v
Classic,18.990,0 Km,2011,Chevrolet Classic 1.0 Mpfi Ls 8v Flex 4p Manual
Classic,20.100,103.900 Km,2012,Chevrolet Classic 1.0 Ls Flex Power 4p
Classic,15.789,149.000 Km,2008,Chevrolet Corsa Classic 1.0 Spirit Flex Power 4p
Classic,15.500,66.580 Km,2010,Chevrolet Classic 1.0 Flex Power 4p
Classic,51.870,79.289 Km,2010,Mercedes-benz Classe C C-200 Kompressor Classic 1.8 16v Aut.
Classic,27.900,1 Km,2014,Chevrolet Classic Classic 1.0 Mpfi Ls 8v Flex 4p Manual
Classic,24.990,124.490 Km,2013,Chevrolet Classic 1.0 Mpfi Ls 8v
Classic,29.800,74.000 Km,2015,Chevrolet Classic Ls
Classic,14.900,109.000 Km,2007,Chevrolet Corsa Classic 1.0 Life Flex Power 4p
Classic,14.900,200.000 Km,2008,Chevrolet Corsa Classic 1.0 Life Flex Power 4p
Classic,13.990,178.000 Km,2003,Chevrolet Corsa Sedan 1.0 Classic 4p Gasolina 60 Hp
Classic,15.900,163.751 Km,2006,Chevrolet Classic 1.0 Mpfi Life 8v Flex 4p Manual
Classic,14.900,137.928 Km,2009,Chevrolet Classic Classic Life
Classic,11.900,236.000 Km,2003,Chevrolet Corsa Classic Corsa 1.0
Classic,15.900,140.000 Km,2007,Chevrolet Classic 1.0 Mpfi Spirit 8v Flex 4p Manual
Classic,16.900,199.205 Km,2003,Chevrolet Spirit 1.0 Classic Spirit 1.0
Classic,17.990,57.000 Km,2008,Chevrolet Classic Life 1.0
Classic,18.900,183.000 Km,2003,Mercedes-benz Classe Cla Mercedes-benz Classe A  160 Classic 1.6
Classic,10.900,278.900 Km,2009,Chevrolet Classic Vhc
Classic,21.990,104 Km,2012,Chevrolet Classic 1.0 Mpfi Ls 8v
Classic,58.900,169.000 Km,2012,Mercedes-benz C 180 1.8 Cgi Classic 16v Tb
Classic,18.900,203 Km,2010,Chevrolet Classic 1.0 Vhc Flexp. 4p
Classic,21.900,71.000 Km,2011,Chevrolet Classic 1.0 Mpfi Ls 8v
Classic,27.900,0 Km,2015,Chevrolet Classic 1.0 Mpfi Ls 8v Flex 4p Manual
Classic,56.900,126.000 Km,2012,Mercedes-benz Classe C 1.6 Cgi Classic 16v Turbo Gasolina 4p Automático
Classic,13.699,291.700 Km,2009,Chevrolet Corsa Classic 1.0 Life Flex Power 4p 70 Hp
Classic,29.990,59.774 Km,2013,Chevrolet Classic 1.0 Mpfi Ls 8v Flex 4p Manual
Classic,59.900,69.000 Km,2012,Mercedes-benz C 180 1.8 Cgi Classic 16v Gasolina 4p Automático
Classic,58.900,95.000 Km,2012,Mercedes-benz C 180 1.8 Cgi Classic 16v Turbo Gasolina 4p Automático
Classic,12.900,180.715 Km,2005,Chevrolet Classic 1.0 Mpfi Life 8v Gasolina 4p Manual
Classic,28.990,73.808 Km,2014,Chevrolet Classic 1.0 Mpfi Ls 8v Flex 4p Manual
Classic,16.990,175.000 Km,2008,Chevrolet Classic Sedan
Classic,110.590,45.000 Km,2015,Mercedes-benz Classe C C-180 Classic/classic Plus/elegance
Classic,20.900,99.000 Km,2012,Chevrolet Corsa Classic Sedan Ls 1.0 Mpfi Vhce 8v Flexpower
Classic,35.000,165.680 Km,2005,Mercedes-benz C 180 K 1.8 Classic Kompressor 16v 143 Cv Gasolina 4p Automático
Classic,25.990,119.876 Km,2014,Chevrolet Corsa Classic Sedan Ls 1.0 Mpfi 8v Flex
Classic,18.990,68.818 Km,2008,Chevrolet Classic 1.0 Mpfi Spirit 8v Flex 4p Manual
Classic,19.490,68.744 Km,2008,Chevrolet Classic 1.0 Mpfi Spirit 8v Flex 4p Manual
Classic,28.990,87.000 Km,2004,Mercedes-benz C 180 K 1.8 Classic Kompressor 16v 143 Cv Gasolina 4p Automático
Classic,25.990,118.987 Km,2014,Chevrolet Classic 1.0 Mpfi Ls 8v Flex 4p Manual
Classic,15.500,137.329 Km,2005,Chevrolet Corsa 1.6 Mpfi Classic Sedan 8v Gasolina 4p Manual
Classic,26.000,109.000 Km,1998,Mercedes-benz Classe C 1.8 Classic 4p
Classic,13.900,100 Km,2004,Chevrolet Corsa Classic 1.0
Classic,17.900,130.000 Km,2003,Chevrolet Corsa Classic Corsa Sedan 1.6
Classic,24.900,101.684 Km,2008,Chrysler Pt Cruiser 2.4 Classic 5p
Classic,19.900,123 Km,2012,Chevrolet Classic 1.0 Mpfi Ls 8v
Cobalt,43.870,35.000 Km,2017,Chevrolet Cobalt 1.4 Mpfi Lt 8v Flex 4p Manual
Cobalt,49.990,68.000 Km,2019,Chevrolet Cobalt 1.4 Mpfi Lt 8v Flex 4p Manual
Cobalt,52.990,24.000 Km,2020,Chevrolet Cobalt 1.8 Mpfi Ltz 8v Flex 4p Automático
Cobalt,65.900,98.893 Km,2015,Chevrolet Cobalt 1.8 Mpfi Ltz 8v
Cobalt,39.900,98.000 Km,2015,Chevrolet Cobalt 1.8 Ltz Aut. 4p
Cobalt,40.890,40.000 Km,2015,Chevrolet Cobalt 1.8 Lt Aut. 4p
Cobalt,39.900.000,38.000 Km,2018,Chevrolet Cobalt 1.8 Ltz Aut. 4p
Cobalt,56.890,107.000 Km,2014,Chevrolet Cobalt 1.8 Ltz Aut. 4p
Cobalt,35.900,101 Km,2020,Chevrolet Cobalt Cobalt 1.8 Ltz
Cobalt,62.900,160.000 Km,2013,Chevrolet Cobalt 1.4 Lt 4p
Cobalt,28.450,162.500 Km,2012,Chevrolet Cobalt 1.4 Lt 4p
Cobalt,29.900,40.000 Km,2017,Chevrolet Cobalt 1.8 Elite 8v Flex 4p Automatico
Cobalt,53.490,38.000 Km,2018,Chevrolet Cobalt Lt 1.4 8v Flex
Cobalt,47.990,111.800 Km,2014,Chevrolet Cobalt 1.4 Lt 4p
Cobalt,33.790,49.000 Km,2019,Chevrolet Cobalt 1.8 Mpfi Ltz 8v Flex 4p Automático
Cobalt,57.900,82.000 Km,2013,Chevrolet Cobalt 1.4 Sfi Ls 8v Flex 4p Manual
Cobalt,32.990,34.800 Km,2019,Chevrolet Cobalt 1.8 Ltz Aut. 4p
Cobalt,59.800,56.273 Km,2019,Chevrolet Cobalt Cobalt 1.8 Ltz
Cobalt,59.900,22.400 Km,2019,Chevrolet Cobalt 1.8 Elite Aut. 4p
Cobalt,67.900,56.018 Km,2013,Chevrolet Cobalt Cobalt 1.4 Sfi Lt 8v Flex 4p Manual
Cobalt,33.990,57.000 Km,2018,Chevrolet Cobalt 1.8 Mpfi Ltz 8v Flex 4p Automático
Cobalt,57.990,112.975 Km,2014,Chevrolet Cobalt 1.8 Mpfi Ltz 8v
Cobalt,38.990,69.000 Km,2015,Chevrolet Cobalt 1.4 Mpfi Lt 8v Flex 4p Manual
Cobalt,36.900,93.000 Km,2013,Chevrolet Cobalt 1.8 Lt Aut. 4p
Cobalt,37.990,96.000 Km,2012,Chevrolet Cobalt 1.4 Ltz 4p
Cobalt,32.900,72.000 Km,2013,Chevrolet Cobalt 1.4 Ltz 4p
Cobalt,35.700,129.000 Km,2013,Chevrolet Cobalt 1.8 Ltz 4p
Cobalt,33.900,150.000 Km,2014,Chevrolet Cobalt 1.4 Ltz 4p
Cobalt,31.000,179.000 Km,2012,Chevrolet Cobalt Cobalt 1.4 Ltz
Cobalt,29.900,86.123 Km,2015,Chevrolet Cobalt 1.4 Ltz 4p
Cobalt,53.890,87.223 Km,2014,Chevrolet Cobalt 1.8 Mpfi Lt 8v Flex 4p Manual
Cobalt,34.290,1 Km,2015,Chevrolet Cobalt Cobalt 1.8 Mpfi Lt 8v Flex 4p Automático
Cobalt,38.900,101 Km,2016,Chevrolet Cobalt Cobalt Elite 1.8 8v Econo. Flex 4p Aut
Cobalt,50.990,67.434 Km,2016,Chevrolet Cobalt Cobalt Ltz 1.8 8v (flex)
Cobalt,48.900,14.043 Km,2019,Chevrolet Cobalt Cobalt Ltz 1.8 8v Econo.flex 4p Aut.
Cobalt,62.500,85.000 Km,2013,Chevrolet Cobalt 1.4 Sfi Lt 8v Flex 4p Manual
Cobalt,31.900,44.717 Km,2014,Chevrolet Cobalt Cobalt 1.8 Mpfi Lt 8v Flex 4p Automático
Cobalt,45.000,110.000 Km,2014,Chevrolet Cobalt Cobalt 1.4 Ltz
Cobalt,34.900,0 Km,2012,Chevrolet Cobalt 1.4 Sfi Ltz 8v Flex 4p Manual
Cobalt,27.900,0 Km,2018,Chevrolet Cobalt 1.8 Mpfi Ltz 8v Flex 4p Automático
Cobalt,60.900,0 Km,2016,Chevrolet Cobalt 1.8 Mpfi Ltz 8v Flex 4p Automático
Cobalt,56.900,111 Km,2018,Chevrolet Cobalt 1.8 Mpfi Ltz 8v Flex 4p Automático
Cobalt,62.900,39.600 Km,2020,Chevrolet Cobalt 1.8 Mpfi Ltz 8v Flex 4p Automático
Cobalt,63.000,57.000 Km,2018,Chevrolet Cobalt 1.8 Mpfi Elite 8v Flex 4p Automático
Cobalt,56.900,0 Km,2013,Chevrolet Cobalt 1.4 Sfi Ls 8v Flex 4p Manual
Cobalt,28.720,0 Km,2018,Chevrolet Cobalt 1.8 Mpfi Ltz 8v Flex 4p Automático
Cobalt,49.900,114.603 Km,2015,Chevrolet Cobalt 1.8 Mpfi Ltz 8v Flex 4p Automático
Cobalt,42.900,113.000 Km,2016,Chevrolet Cobalt 1.4 Lt 4p
Cobalt,39.989,91.007 Km,2014,Chevrolet Cobalt Cobalt 1.8 Mpfi Ltz 8v Flex 4p Automático
Cobalt,61.900,34.580 Km,2019,Chevrolet Cobalt 1.8 Mpfi Ltz 8v Flex 4p Automático
Cobalt,45.990,54.874 Km,2017,Chevrolet Cobalt Cobalt 1.4 Lt
Cobalt,36.490,132.212 Km,2015,Chevrolet Cobalt Cobalt Lt 1.8 8v Econo.flex 4p Aut.
Cobalt,36.720,1.000 Km,2015,Chevrolet Cobalt 1.8 Mpfi Ltz 8v Flex 4p Automático
Cobalt,67.900,101 Km,2020,Chevrolet Cobalt Cobalt 1.8 Ltz
Cobalt,28.720,0 Km,2012,Chevrolet Cobalt 1.4 Sfi Lt 8v Flex 4p Manual
Cobalt,63.900,20.719 Km,2019,Chevrolet Cobalt 1.8 Ltz Aut. 4p
Cobalt,65.900,20.000 Km,2019,Chevrolet Cobalt 1.8 Mpfi Ltz 8v Flex 4p Automático
Cobalt,58.900,56.000 Km,2019,Chevrolet Cobalt Cobalt 1.8 Mpfi Elite 8v Flex 4p Automático
Cobalt,69.900,54.200 Km,2017,Chevrolet Cobalt 1.8 Mpfi Elite 8v Flex 4p Automático
Cobalt,35.890,111 Km,2015,Chevrolet Cobalt Chevrolet Cobalt Lt 1.4 8v (flex)
Cobalt,36.990,117.000 Km,2013,Chevrolet Cobalt 1.4 Ltz 4p
Cobalt,54.700,59.000 Km,2018,Chevrolet Cobalt Chevrolet Cobalt Ltz 1.8 8v (flex)
Cobalt,35.900,80.000 Km,2013,Chevrolet Cobalt 1.8 Sfi Ltz 8v Flex 4p Manual
Cobalt,53.990,68.000 Km,2019,Chevrolet Cobalt 1.4 Lt 4p
Cobalt,40.000,111.000 Km,2014,Chevrolet Cobalt 1.8 Ltz Aut. 4p
Cobalt,37.900,144.343 Km,2014,Chevrolet Cobalt 1.8 Mpfi Ltz 8v Flex 4p Manual
Cobalt,38.900,120.000 Km,2015,Chevrolet Cobalt 1.8 Ltz 4p
Cobalt,29.900,107.000 Km,2012,Chevrolet Cobalt 1.4 Ltz 4p
Cobalt,61.900,35.848 Km,2019,Chevrolet Cobalt 1.8 Mpfi Ltz 8v Flex 4p Automático
Cobalt,62.900,17.838 Km,2019,Chevrolet Cobalt Cobalt Ltz 1.8 8v (aut) (flex)
Cobalt,69.900,55 Km,2020,Chevrolet Cobalt 1.4 Mpfi Ltz 8v
Cobalt,48.900,38.000 Km,2018,Chevrolet Cobalt 1.8 Mpfi Ltz 8v Flex 4p Automático
Cobalt,48.900,42.000 Km,2018,Chevrolet Cobalt 1.8 Mpfi Ltz 8v Flex 4p Automático
Cobalt,51.500,44.444 Km,2017,Chevrolet Cobalt 1.4 Mpfi Lt 8v
Cobalt,59.990,62.785 Km,2017,Chevrolet Cobalt 1.4 Mpfi Lt 8v Flex 4p Manual
Cobalt,50.992,61.424 Km,2018,Chevrolet Cobalt 1.8 Mpfi Ltz 8v Flex 4p Automático
Cobalt,55.990,58.879 Km,2016,Chevrolet Cobalt 1.8 Mpfi Elite 8v Flex 4p Automático
Cobalt,52.990,48.000 Km,2018,Chevrolet Cobalt 1.8 Mpfi Ltz 8v
Cobalt,34.500,74.000 Km,2012,Chevrolet Cobalt 1.4 Sfi Ltz 8v Flex 4p Manual
Cobalt,59.900,0 Km,2019,Chevrolet Cobalt 1.8 Mpfi Ltz 8v Flex 4p Automático
Cobalt,61.990,36.423 Km,2018,Chevrolet Cobalt 1.8 Mpfi Elite 8v
Cobalt,54.990,32.164 Km,2018,Chevrolet Cobalt 1.8 Mpfi Ltz 8v Flex 4p Automático
Cobalt,70.990,6.510 Km,2020,Chevrolet Cobalt 1.8 Mpfi Ltz 8v Flex 4p Automático
Cobalt,55.900,26.489 Km,2020,Chevrolet Cobalt 1.4 Mpfi Lt 8v Flex 4p Manual
Cobalt,33.900,64.684 Km,2014,Chevrolet Cobalt 1.4 Lt
Cobalt,62.990,23.625 Km,2019,Chevrolet Cobalt 1.8 Mpfi Ltz 8v Flex 4p Automático
Cobalt,67.900,37.000 Km,2020,Chevrolet Cobalt Ltz 1.8 Flex Aut (na Garantia)
Cobalt,32.890,111 Km,2012,Chevrolet Cobalt Chevrolet Cobalt Ltz 1.4 8v (flex)
Cobalt,49.900,52.350 Km,2016,Chevrolet Cobalt Elite 1.8 8v Econo.flex 4p Aut.
Cobalt,27.480,190 Km,2013,Chevrolet Cobalt Cobalt Ls 1.4 8v Flex Mec.
Cobalt,31.000,95.000 Km,2013,Chevrolet Cobalt Cobalt Ls 1.4 8v (flex)
Cobalt,47.900,59.317 Km,2016,Chevrolet Cobalt 1.4 Mpfi Lt 8v Flex 4p Manual
Cobalt,32.890,169.850 Km,2012,Chevrolet Cobalt Chevrolet Cobalt Ltz 1.4
Cobalt,35.900,144.000 Km,2013,Chevrolet Cobalt Cobalt Ltz 1.8 8v Econo.flex 4p Mec.
Cobalt,37.900,70.000 Km,2014,Chevrolet Cobalt 1.4 Ltz 4p
Cobalt,34.500,98.000 Km,2015,Chevrolet Cobalt Ls 1.4 8v Flex
Corsa,9.990,173.000 Km,2002,Chevrolet Corsa 1.0 Mpfi Milenium 8v Gasolina 4p Manual
Corsa,20.500,149.000 Km,2009,Chevrolet Corsa Sedan 1.4 Maxx Econoflex 4p
Corsa,20.900,120.000 Km,2010,Chevrolet Corsa 1.4 Premium Econoflex 5p
Corsa,17.900,157.000 Km,2008,Chevrolet Corsa 1.0 Mpfi Maxx 8v Flex 4p Manual
Corsa,14.800,195.542 Km,2005,Chevrolet Corsa Sedan 1.0 Joy 4p
Corsa,24.900,77.000 Km,2011,Chevrolet Corsa 1.4 Maxx Econoflex 5p
Corsa,11.990,180.000 Km,2002,Chevrolet Corsa 1.0 Wind Milenium 5p
Corsa,14.500,137.137 Km,2008,Chevrolet Corsa Classic 1.0 Spirit Flex Power 4p
Corsa,12.000,140.000 Km,2006,Chevrolet Corsa Classic 1.0 Life 4p Gasolina
Corsa,13.900,158.000 Km,2006,Chevrolet Corsa Sedan 1.8 Maxx Flex Power 4p
Corsa,13.900,116.000 Km,2008,Chevrolet Corsa Classic 1.0 Life Flex Power 4p
Corsa,20.100,103.900 Km,2012,Chevrolet Classic 1.0 Ls Flex Power 4p
Corsa,21.900,123.000 Km,2008,Chevrolet Corsa 1.4 Maxx Econoflex 5p
Corsa,17.900,182.450 Km,2005,Chevrolet Corsa Corsa Hatch Joy 1.8 (flex)
Corsa,25.990,96.726 Km,2012,Chevrolet Corsa 1.4 Mpfi Maxx 8v Flex 4p Manual
Corsa,10.990,0 Km,2002,Chevrolet Corsa 1.0 Mpfi Super Sedan 16v Gasolina 4p Manual
Corsa,17.490,90.000 Km,2007,Chevrolet Corsa 1.0 Maxx Flex Power 5p
Corsa,14.900,78.000 Km,2007,Chevrolet Corsa Classic 1.0 Life Flex Power 4p
Corsa,23.990,124.000 Km,2009,Chevrolet Corsa 1.4 Premium Econoflex 5p
Corsa,24.799,120.000 Km,2011,Chevrolet Corsa Sedan Corsa Sedan Premium 1.4 (flex)
Corsa,21.990,130.000 Km,2009,Chevrolet Corsa Sedan 1.4 Premium Econoflex 4p
Corsa,13.900,153.000 Km,2007,Chevrolet Classic Corsa Sedan Classic Spirit 1.0 (flex)
Corsa,18.983,134.000 Km,2009,Chevrolet Corsa 1.0 Maxx Flex Power 5p
Corsa,18.900,140.000 Km,2006,Chevrolet Corsa 1.0 Mpfi Maxx Sedan 8v Flex 4p Manual
Corsa,16.900,125.000 Km,2006,Chevrolet Corsa 1.8 Maxx Flex Power 5p
Corsa,18.890,91.000 Km,2003,Chevrolet Corsa 1.0 5p
Corsa,18.800,220 Km,2009,Chevrolet Corsa Maxx 1.4 Mpfi 8v Econo.flex
Corsa,16.900,139.000 Km,2007,Chevrolet Corsa 1.0 Mpfi Joy Sedan 8v Flex 4p Manual
Corsa,23.900,207.316 Km,2002,Chevrolet Corsa 1.6 Mpfi Sport Cs Pick-up 8v Gasolina 2p Manual
Corsa,15.900,216.000 Km,2006,Chevrolet Corsa 1.0 Mpfi Joy Sedan 8v Flex 4p Manual
Corsa,18.990,95.000 Km,2011,Chevrolet Classic 1.0 Ls Flex Power 4p
Corsa,7.990,0 Km,1997,Chevrolet Corsa 1.0 Mpfi Super 8v Gasolina 4p Manual
Corsa,19.899,169.000 Km,2008,Chevrolet Corsa Sedan 1.4 Maxx Econoflex 4p
Corsa,17.900,125.000 Km,2010,Chevrolet Corsa 1.4 Maxx Econoflex 5p
Corsa,20.000,142.000 Km,2005,Chevrolet Corsa 1.8 Maxx Flex Power 5p
Corsa,21.900,211.300 Km,2007,Chevrolet Corsa Sedan Maxx 1.8 Mpfi 8v Flexpower
Corsa,11.900,174.464 Km,1999,Chevrolet Corsa 1.0 Super 5p 60 Hp
Corsa,26.890,78.000 Km,2014,Chevrolet Corsa Classic Ls
Corsa,18.990,140.236 Km,2010,Chevrolet Corsa 1.4 Mpfi Maxx 8v Flex 4p Manual
Corsa,11.900,180.000 Km,1997,Chevrolet Corsa Reacht
Corsa,15.900,214.000 Km,2004,Chevrolet Corsa Sedan Corsa Sedan 1.8
Corsa,12.900,145.000 Km,2005,Chevrolet Corsa Classic 1.0 Spirit 4p Gasolina
Corsa,20.890,100.000 Km,2009,Chevrolet Corsa Hatch 1.4 Premium Econoflex 5p
Corsa,19.900,127.408 Km,2009,Chevrolet Classic 1.0 Mpfi Life 8v
Corsa,7.500,135.200 Km,1994,Chevrolet Corsa Wind
Corsa,10.990,190.000 Km,2006,Chevrolet Classic Life
Corsa,15.000,245.815 Km,2002,Chevrolet Corsa 1.6 Mpfi Super Sedan 8v Gasolina 4p Manual
Corsa,19.900,95.000 Km,2006,Chevrolet Corsa Sedan Corsa Sedan Maxx 1.8 (flex)
Corsa,25.990,124.000 Km,2012,Chevrolet Corsa 1.4 Maxx Econoflex 5p
Corsa,20.000,142.000 Km,2005,Chevrolet Corsa 1.8 Maxx Flex Power 5p
Corsa,24.990,82.000 Km,2011,Chevrolet Corsa 1.4 Maxx Econoflex 5p
Corsa,22.900,999.999 Km,2012,Chevrolet Corsa Corsa Hatch Maxx 1.4 (flex)
Corsa,21.900,211.300 Km,2007,Chevrolet Corsa Sedan Maxx 1.8 Mpfi 8v Flexpower
Corsa,22.900,211.370 Km,2009,Chevrolet Corsa Premium 1.4 Mpfi 8v Econo.flex
Corsa,11.900,174.464 Km,1999,Chevrolet Corsa 1.0 Super 5p 60 Hp
Corsa,21.900,107.000 Km,2012,Chevrolet Corsa Maxx 1.4 Mpfi 8v Econo.flex
Corsa,14.900,109.000 Km,2007,Chevrolet Corsa Classic 1.0 Life Flex Power 4p
Corsa,26.890,78.000 Km,2014,Chevrolet Corsa Classic Ls
Corsa,18.990,140.236 Km,2010,Chevrolet Corsa 1.4 Mpfi Maxx 8v Flex 4p Manual
Corsa,11.900,180.000 Km,1997,Chevrolet Corsa Reacht
Corsa,23.900,100.000 Km,2010,Chevrolet Corsa 1.4 Maxx Econoflex 5p
Corsa,15.900,214.000 Km,2004,Chevrolet Corsa Sedan Corsa Sedan 1.8
Corsa,15.550,160.000 Km,2007,Chevrolet Corsa 1.0 Maxx Flex Power 5p
Corsa,12.900,145.000 Km,2005,Chevrolet Corsa Classic 1.0 Spirit 4p Gasolina
Corsa,20.890,100.000 Km,2009,Chevrolet Corsa Hatch 1.4 Premium Econoflex 5p
Corsa,19.900,127.408 Km,2009,Chevrolet Classic 1.0 Mpfi Life 8v
Corsa,7.500,135.200 Km,1994,Chevrolet Corsa Wind
Corsa,10.990,190.000 Km,2006,Chevrolet Classic Life
Corsa,15.000,245.815 Km,2002,Chevrolet Corsa 1.6 Mpfi Super Sedan 8v Gasolina 4p Manual
Corsa,19.900,95.000 Km,2006,Chevrolet Corsa Sedan Corsa Sedan Maxx 1.8 (flex)
Corsa,15.800,114.000 Km,2004,Chevrolet Corsa 1.6 Mpfi Classic Sedan 8v Gasolina 4p Manual
Corsa,22.900,128.000 Km,2010,Chevrolet Corsa 1.4 Premium Econoflex 5p
Corsa,22.900,125.000 Km,2012,Mlb3185 Corsa Chevrolet Corsa Hatch 1.4 4p Maxx Econoflex
Corsa,17.870,80.000 Km,2008,Chevrolet Corsa Corsa Hatch Joy
Corsa,16.889,157.000 Km,2008,Chevrolet Corsa Sedan 1.0 Mpfi Classic Sedan Life 8v
Corsa,15.900,200.000 Km,2008,Chevrolet Corsa Classic Sedan Classic Sedan Spirit 1.0 Vhc 8v 4p
Corsa,23.900,130.200 Km,2010,Chevrolet Corsa 1.4 Mpfi Maxx 8v
Corsa,24.500,82.293 Km,2012,Chevrolet Corsa 1.4 Mpfi Maxx 8v Flex 4p Manual
Corsa,24.899,88.000 Km,2012,Chevrolet Corsa 1.4 Maxx 8v Flex 4p Manual - Completo
Corsa,21.990,11.600 Km,2009,Chevrolet Corsa Corsa Hatch Maxx
Corsa,15.000,154.300 Km,2009,Chevrolet Corsa 1.0 Joy Flex Power 5p
Corsa,10.900,156.396 Km,2002,Chevrolet Corsa 1.0 Efi Wind 8v Gasolina 2p Manual
Corsa,14.900,200.000 Km,2008,Chevrolet Corsa Classic 1.0 Life Flex Power 4p
Corsa,17.900,160.000 Km,2011,Chevrolet Classic 1.0 Ls Flex Power 4p
Corsa,21.890,96.279 Km,2012,Chevrolet Corsa Corsa Hatch Maxx 1.4 (flex)
Corsa,16.800,293.423 Km,2012,Chevrolet Corsa 1.4 Mpfi Premium Sedan 8v Flex 4p Manual
Corsa,13.990,178.000 Km,2003,Chevrolet Corsa Sedan 1.0 Classic 4p Gasolina 60 Hp
Corsa,26.900,52.700 Km,2009,Chevrolet Corsa 1.4 Mpfi Maxx 8v Flex 4p Manual
Corsa,11.900,236.000 Km,2003,Chevrolet Corsa Classic Corsa 1.0
